0,1,2,3,4,5,6,7,8,9,10,11,12,13,next_over_score
12.0,12.0,5.0,3.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,124.0,8.0,9.0
12.0,13.0,9.0,0.0,10.85,9.0,0.0,0.0,0.0,0.0,1.0,3.0,132.0,9.0,9.0
12.0,14.0,7.0,2.0,10.71,0.0,0.0,9.0,0.0,0.0,1.0,4.0,141.0,9.0,9.0
12.0,15.0,7.0,2.0,10.6,0.0,9.0,0.0,0.0,0.0,0.0,4.0,150.0,9.0,14.0
12.0,16.0,6.0,8.0,10.81,0.0,0.0,14.0,0.0,0.0,0.0,4.0,159.0,14.0,13.0
12.0,17.0,2.0,11.0,10.94,0.0,0.0,0.0,0.0,13.0,1.0,5.0,173.0,13.0,12.0
12.0,18.0,4.0,8.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,186.0,12.0,10.0
12.0,19.0,7.0,3.0,10.95,0.0,0.0,10.0,0.0,0.0,1.0,6.0,198.0,10.0,3.0
12.0,20.0,1.0,2.0,10.55,0.0,0.0,0.0,0.0,3.0,0.0,6.0,208.0,3.0,11.766766766766766
13.0,1.0,9.0,9.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,12.0
13.0,2.0,3.0,9.0,15.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,12.0,8.0
13.0,3.0,8.0,0.0,12.67,0.0,0.0,0.0,0.0,8.0,1.0,3.0,30.0,8.0,8.0
13.0,4.0,6.0,2.0,11.5,0.0,0.0,8.0,0.0,0.0,0.0,3.0,38.0,8.0,7.0
13.0,5.0,1.0,6.0,10.6,0.0,0.0,0.0,0.0,7.0,1.0,4.0,46.0,7.0,0.0
13.0,6.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0,0.0,6.0
13.0,7.0,2.0,4.0,8.43,0.0,0.0,0.0,0.0,6.0,1.0,5.0,53.0,6.0,7.0
13.0,8.0,7.0,0.0,8.25,0.0,7.0,0.0,0.0,0.0,0.0,5.0,59.0,7.0,8.0
13.0,9.0,3.0,5.0,8.22,0.0,0.0,0.0,0.0,8.0,0.0,5.0,66.0,8.0,10.0
13.0,10.0,1.0,9.0,8.4,0.0,0.0,0.0,10.0,0.0,0.0,5.0,74.0,10.0,10.0
13.0,11.0,5.0,5.0,8.55,0.0,0.0,10.0,0.0,0.0,0.0,5.0,84.0,10.0,6.0
13.0,12.0,2.0,4.0,8.33,6.0,0.0,0.0,0.0,0.0,0.0,5.0,94.0,6.0,8.0
13.0,13.0,1.0,7.0,8.31,0.0,0.0,8.0,0.0,0.0,0.0,5.0,100.0,8.0,3.0
13.0,14.0,0.0,3.0,7.93,0.0,0.0,0.0,3.0,0.0,0.0,5.0,108.0,3.0,5.0
13.0,15.0,3.0,2.0,7.73,0.0,5.0,0.0,0.0,0.0,1.0,6.0,111.0,5.0,3.0
13.0,16.0,2.0,1.0,7.44,0.0,0.0,3.0,0.0,0.0,1.0,7.0,116.0,3.0,19.0
13.0,17.0,12.0,7.0,8.12,0.0,0.0,0.0,19.0,0.0,0.0,7.0,119.0,19.0,8.0
13.0,18.0,1.0,7.0,8.11,8.0,0.0,0.0,0.0,0.0,0.0,7.0,138.0,8.0,4.0
13.0,19.0,1.0,3.0,7.89,0.0,4.0,0.0,0.0,0.0,0.0,7.0,146.0,4.0,13.0
13.0,20.0,7.0,6.0,8.15,13.0,0.0,0.0,0.0,0.0,1.0,8.0,150.0,13.0,11.766766766766766
14.0,1.0,3.0,6.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0
14.0,2.0,0.0,8.0,8.5,8.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,8.0,14.0
14.0,3.0,10.0,4.0,10.33,0.0,14.0,0.0,0.0,0.0,0.0,1.0,17.0,14.0,20.0
14.0,4.0,10.0,10.0,12.75,0.0,0.0,0.0,0.0,20.0,0.0,1.0,31.0,20.0,19.0
14.0,5.0,11.0,8.0,14.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,51.0,19.0,16.0
14.0,6.0,5.0,11.0,14.33,0.0,16.0,0.0,0.0,0.0,0.0,1.0,70.0,16.0,16.0
14.0,7.0,11.0,5.0,14.57,16.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,16.0,11.0
14.0,8.0,7.0,4.0,14.12,0.0,11.0,0.0,0.0,0.0,1.0,2.0,102.0,11.0,14.0
14.0,9.0,10.0,4.0,14.11,14.0,0.0,0.0,0.0,0.0,0.0,2.0,113.0,14.0,13.0
14.0,10.0,10.0,3.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,127.0,13.0,11.0
14.0,11.0,10.0,1.0,13.73,11.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,11.0,10.0
14.0,12.0,1.0,9.0,13.42,0.0,0.0,0.0,10.0,0.0,1.0,3.0,151.0,10.0,10.0
14.0,13.0,2.0,8.0,13.15,0.0,0.0,10.0,0.0,0.0,1.0,4.0,161.0,10.0,9.0
14.0,14.0,7.0,2.0,12.86,0.0,0.0,0.0,9.0,0.0,0.0,4.0,171.0,9.0,7.0
14.0,15.0,5.0,2.0,12.47,0.0,0.0,7.0,0.0,0.0,0.0,4.0,180.0,7.0,14.0
14.0,16.0,7.0,7.0,12.56,0.0,0.0,0.0,0.0,14.0,1.0,5.0,187.0,14.0,17.0
14.0,17.0,11.0,6.0,12.82,0.0,0.0,17.0,0.0,0.0,0.0,5.0,201.0,17.0,11.0
14.0,18.0,9.0,2.0,12.72,0.0,0.0,0.0,0.0,11.0,1.0,6.0,218.0,11.0,11.0
14.0,19.0,7.0,4.0,12.63,0.0,0.0,0.0,11.0,0.0,0.0,6.0,229.0,11.0,15.0
14.0,20.0,11.0,4.0,12.75,0.0,0.0,0.0,15.0,0.0,0.0,6.0,240.0,15.0,11.766766766766766
15.0,1.0,6.0,11.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,9.0
15.0,2.0,9.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,17.0,9.0,9.0
15.0,3.0,1.0,8.0,11.67,0.0,0.0,0.0,0.0,9.0,0.0,1.0,26.0,9.0,13.0
15.0,4.0,11.0,2.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,13.0,15.0
15.0,5.0,4.0,11.0,12.6,0.0,0.0,0.0,15.0,0.0,0.0,1.0,48.0,15.0,17.0
15.0,6.0,5.0,12.0,13.33,0.0,0.0,0.0,0.0,17.0,0.0,1.0,63.0,17.0,8.0
15.0,7.0,5.0,3.0,12.57,8.0,0.0,0.0,0.0,0.0,1.0,2.0,80.0,8.0,11.0
15.0,8.0,5.0,6.0,12.38,0.0,11.0,0.0,0.0,0.0,0.0,2.0,88.0,11.0,19.0
15.0,9.0,9.0,10.0,13.11,0.0,0.0,19.0,0.0,0.0,0.0,2.0,99.0,19.0,10.0
15.0,10.0,5.0,5.0,12.8,0.0,10.0,0.0,0.0,0.0,1.0,3.0,118.0,10.0,15.0
15.0,11.0,12.0,3.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,128.0,15.0,19.0
15.0,12.0,11.0,8.0,13.5,19.0,0.0,0.0,0.0,0.0,1.0,4.0,143.0,19.0,4.0
15.0,13.0,0.0,4.0,12.77,0.0,0.0,0.0,0.0,4.0,1.0,5.0,162.0,4.0,12.0
15.0,14.0,3.0,9.0,12.71,0.0,12.0,0.0,0.0,0.0,0.0,5.0,166.0,12.0,15.0
15.0,15.0,7.0,8.0,12.87,0.0,0.0,0.0,15.0,0.0,1.0,6.0,178.0,15.0,20.0
15.0,16.0,10.0,10.0,13.31,20.0,0.0,0.0,0.0,0.0,0.0,6.0,193.0,20.0,0.0
15.0,17.0,0.0,0.0,12.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0,213.0,0.0,19.0
15.0,18.0,8.0,11.0,12.89,0.0,0.0,0.0,19.0,0.0,0.0,6.0,213.0,19.0,17.0
15.0,19.0,6.0,11.0,13.11,0.0,0.0,17.0,0.0,0.0,1.0,7.0,232.0,17.0,11.0
15.0,20.0,1.0,10.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,249.0,11.0,11.766766766766766
16.0,1.0,12.0,3.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,17.0
16.0,2.0,5.0,12.0,16.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,15.0,17.0,11.0
16.0,3.0,8.0,3.0,14.33,0.0,0.0,0.0,0.0,11.0,0.0,1.0,32.0,11.0,15.0
16.0,4.0,5.0,10.0,14.5,0.0,15.0,0.0,0.0,0.0,1.0,2.0,43.0,15.0,12.0
16.0,5.0,2.0,10.0,14.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,58.0,12.0,16.0
16.0,6.0,7.0,9.0,14.33,0.0,0.0,0.0,16.0,0.0,0.0,3.0,70.0,16.0,14.0
16.0,7.0,9.0,5.0,14.29,0.0,0.0,0.0,0.0,14.0,1.0,4.0,86.0,14.0,16.0
16.0,8.0,4.0,12.0,14.5,0.0,0.0,0.0,16.0,0.0,1.0,5.0,100.0,16.0,9.0
16.0,9.0,1.0,8.0,13.89,0.0,0.0,0.0,0.0,9.0,0.0,5.0,116.0,9.0,16.0
16.0,10.0,4.0,12.0,14.1,0.0,16.0,0.0,0.0,0.0,0.0,5.0,125.0,16.0,13.0
16.0,11.0,5.0,8.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,141.0,13.0,18.0
16.0,12.0,12.0,6.0,14.33,0.0,18.0,0.0,0.0,0.0,0.0,5.0,154.0,18.0,13.0
16.0,13.0,7.0,6.0,14.23,0.0,0.0,0.0,13.0,0.0,0.0,5.0,172.0,13.0,14.0
16.0,14.0,9.0,5.0,14.21,0.0,0.0,14.0,0.0,0.0,0.0,5.0,185.0,14.0,11.0
16.0,15.0,2.0,9.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,199.0,11.0,0.0
16.0,16.0,0.0,0.0,13.12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,210.0,0.0,8.0
16.0,17.0,6.0,2.0,12.82,8.0,0.0,0.0,0.0,0.0,0.0,5.0,210.0,8.0,12.0
16.0,18.0,2.0,10.0,12.78,0.0,0.0,12.0,0.0,0.0,0.0,5.0,218.0,12.0,20.0
16.0,19.0,12.0,8.0,13.16,20.0,0.0,0.0,0.0,0.0,1.0,6.0,230.0,20.0,3.0
16.0,20.0,0.0,3.0,12.65,0.0,3.0,0.0,0.0,0.0,0.0,6.0,250.0,3.0,11.766766766766766
17.0,1.0,7.0,12.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0
17.0,2.0,9.0,5.0,16.5,0.0,0.0,0.0,14.0,0.0,0.0,0.0,19.0,14.0,7.0
17.0,3.0,6.0,1.0,13.33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,15.0
17.0,4.0,12.0,3.0,13.75,0.0,0.0,0.0,0.0,15.0,0.0,0.0,40.0,15.0,11.0
17.0,5.0,11.0,0.0,13.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,55.0,11.0,18.0
17.0,6.0,6.0,12.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,66.0,18.0,13.0
17.0,7.0,1.0,12.0,13.86,0.0,0.0,0.0,0.0,13.0,0.0,0.0,84.0,13.0,3.0
17.0,8.0,1.0,2.0,12.5,0.0,3.0,0.0,0.0,0.0,1.0,1.0,97.0,3.0,21.0
17.0,9.0,9.0,12.0,13.44,0.0,0.0,0.0,21.0,0.0,0.0,1.0,100.0,21.0,15.0
17.0,10.0,3.0,12.0,13.6,0.0,0.0,15.0,0.0,0.0,0.0,1.0,121.0,15.0,9.0
17.0,11.0,6.0,3.0,13.18,0.0,0.0,0.0,0.0,9.0,0.0,1.0,136.0,9.0,9.0
17.0,12.0,2.0,7.0,12.83,0.0,0.0,0.0,9.0,0.0,0.0,1.0,145.0,9.0,5.0
17.0,13.0,1.0,4.0,12.23,5.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0,5.0,16.0
17.0,14.0,4.0,12.0,12.5,0.0,16.0,0.0,0.0,0.0,0.0,1.0,159.0,16.0,18.0
17.0,15.0,8.0,10.0,12.87,0.0,0.0,18.0,0.0,0.0,0.0,1.0,175.0,18.0,10.0
17.0,16.0,2.0,8.0,12.69,0.0,0.0,0.0,0.0,10.0,1.0,2.0,193.0,10.0,15.0
17.0,17.0,11.0,4.0,12.82,15.0,0.0,0.0,0.0,0.0,0.0,2.0,203.0,15.0,20.0
17.0,18.0,8.0,12.0,13.22,0.0,20.0,0.0,0.0,0.0,0.0,2.0,218.0,20.0,11.0
17.0,19.0,6.0,5.0,13.11,11.0,0.0,0.0,0.0,0.0,0.0,2.0,238.0,11.0,4.0
17.0,20.0,0.0,4.0,12.65,0.0,0.0,0.0,4.0,0.0,0.0,2.0,249.0,4.0,11.766766766766766
18.0,1.0,10.0,7.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0
18.0,2.0,5.0,9.0,15.5,0.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,14.0,15.0
18.0,3.0,11.0,4.0,15.33,0.0,15.0,0.0,0.0,0.0,1.0,1.0,31.0,15.0,18.0
18.0,4.0,10.0,8.0,16.0,0.0,0.0,18.0,0.0,0.0,1.0,2.0,46.0,18.0,18.0
18.0,5.0,9.0,9.0,16.4,18.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,18.0,12.0
18.0,6.0,7.0,5.0,15.67,0.0,0.0,12.0,0.0,0.0,1.0,3.0,82.0,12.0,19.0
18.0,7.0,9.0,10.0,16.14,0.0,0.0,0.0,0.0,19.0,1.0,4.0,94.0,19.0,19.0
18.0,8.0,7.0,12.0,16.5,19.0,0.0,0.0,0.0,0.0,0.0,4.0,113.0,19.0,18.0
18.0,9.0,12.0,6.0,16.67,0.0,0.0,0.0,0.0,18.0,0.0,4.0,132.0,18.0,16.0
18.0,10.0,9.0,7.0,16.6,16.0,0.0,0.0,0.0,0.0,0.0,4.0,150.0,16.0,5.0
18.0,11.0,3.0,2.0,15.55,0.0,0.0,5.0,0.0,0.0,0.0,4.0,166.0,5.0,14.0
18.0,12.0,10.0,4.0,15.42,14.0,0.0,0.0,0.0,0.0,0.0,4.0,171.0,14.0,14.0
18.0,13.0,12.0,2.0,15.31,0.0,0.0,0.0,0.0,14.0,1.0,5.0,185.0,14.0,0.0
18.0,14.0,0.0,0.0,14.21,0.0,0.0,0.0,0.0,0.0,0.0,5.0,199.0,0.0,15.0
18.0,15.0,7.0,8.0,14.27,0.0,15.0,0.0,0.0,0.0,0.0,5.0,199.0,15.0,4.0
18.0,16.0,3.0,1.0,13.62,0.0,0.0,0.0,4.0,0.0,0.0,5.0,214.0,4.0,14.0
18.0,17.0,8.0,6.0,13.65,0.0,14.0,0.0,0.0,0.0,0.0,5.0,218.0,14.0,11.0
18.0,18.0,10.0,1.0,13.5,0.0,0.0,0.0,11.0,0.0,0.0,5.0,232.0,11.0,9.0
18.0,19.0,3.0,6.0,13.26,0.0,9.0,0.0,0.0,0.0,1.0,6.0,243.0,9.0,9.0
18.0,20.0,8.0,1.0,13.05,0.0,0.0,0.0,9.0,0.0,0.0,6.0,252.0,9.0,11.766766766766766
19.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,17.0
19.0,2.0,6.0,11.0,11.5,0.0,17.0,0.0,0.0,0.0,1.0,1.0,6.0,17.0,15.0
19.0,3.0,12.0,3.0,12.67,0.0,0.0,15.0,0.0,0.0,1.0,2.0,23.0,15.0,10.0
19.0,4.0,2.0,8.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,10.0,6.0
19.0,5.0,3.0,3.0,10.8,0.0,0.0,0.0,0.0,6.0,0.0,2.0,48.0,6.0,11.0
19.0,6.0,4.0,7.0,10.83,11.0,0.0,0.0,0.0,0.0,1.0,3.0,54.0,11.0,14.0
19.0,7.0,2.0,12.0,11.29,0.0,0.0,14.0,0.0,0.0,1.0,4.0,65.0,14.0,5.0
19.0,8.0,0.0,5.0,10.5,0.0,5.0,0.0,0.0,0.0,0.0,4.0,79.0,5.0,12.0
19.0,9.0,10.0,2.0,10.67,0.0,0.0,0.0,0.0,12.0,0.0,4.0,84.0,12.0,19.0
19.0,10.0,12.0,7.0,11.5,19.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0,19.0,19.0
19.0,11.0,12.0,7.0,12.18,0.0,0.0,0.0,19.0,0.0,1.0,5.0,115.0,19.0,21.0
19.0,12.0,9.0,12.0,12.92,0.0,21.0,0.0,0.0,0.0,1.0,6.0,134.0,21.0,13.0
19.0,13.0,7.0,6.0,12.92,0.0,0.0,0.0,0.0,13.0,0.0,6.0,155.0,13.0,9.0
19.0,14.0,9.0,0.0,12.64,0.0,0.0,9.0,0.0,0.0,1.0,7.0,168.0,9.0,17.0
19.0,15.0,12.0,5.0,12.93,0.0,0.0,0.0,17.0,0.0,0.0,7.0,177.0,17.0,12.0
19.0,16.0,4.0,8.0,12.88,0.0,12.0,0.0,0.0,0.0,0.0,7.0,194.0,12.0,20.0
19.0,17.0,9.0,11.0,13.29,20.0,0.0,0.0,0.0,0.0,0.0,7.0,206.0,20.0,13.0
19.0,18.0,7.0,6.0,13.28,0.0,0.0,13.0,0.0,0.0,0.0,7.0,226.0,13.0,12.0
19.0,19.0,5.0,7.0,13.21,0.0,0.0,0.0,12.0,0.0,1.0,8.0,239.0,12.0,1.0
19.0,20.0,0.0,1.0,12.6,0.0,0.0,0.0,1.0,0.0,0.0,8.0,251.0,1.0,11.766766766766766
20.0,1.0,1.0,10.0,11.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,11.0,3.0
20.0,2.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,18.0
20.0,3.0,8.0,10.0,10.67,0.0,18.0,0.0,0.0,0.0,0.0,1.0,14.0,18.0,17.0
20.0,4.0,12.0,5.0,12.25,0.0,0.0,17.0,0.0,0.0,1.0,2.0,32.0,17.0,20.0
20.0,5.0,12.0,8.0,13.8,0.0,0.0,0.0,0.0,20.0,1.0,3.0,49.0,20.0,17.0
20.0,6.0,11.0,6.0,14.33,0.0,0.0,0.0,17.0,0.0,0.0,3.0,69.0,17.0,9.0
20.0,7.0,4.0,5.0,13.57,0.0,0.0,9.0,0.0,0.0,0.0,3.0,86.0,9.0,21.0
20.0,8.0,9.0,12.0,14.5,0.0,0.0,0.0,0.0,21.0,1.0,4.0,95.0,21.0,8.0
20.0,9.0,3.0,5.0,13.78,0.0,8.0,0.0,0.0,0.0,0.0,4.0,116.0,8.0,20.0
20.0,10.0,10.0,10.0,14.4,0.0,0.0,20.0,0.0,0.0,1.0,5.0,124.0,20.0,11.0
20.0,11.0,1.0,10.0,14.09,11.0,0.0,0.0,0.0,0.0,0.0,5.0,144.0,11.0,20.0
20.0,12.0,12.0,8.0,14.58,0.0,20.0,0.0,0.0,0.0,1.0,6.0,155.0,20.0,18.0
20.0,13.0,7.0,11.0,14.85,0.0,0.0,0.0,18.0,0.0,1.0,7.0,175.0,18.0,16.0
20.0,14.0,8.0,8.0,14.93,0.0,16.0,0.0,0.0,0.0,0.0,7.0,193.0,16.0,11.0
20.0,15.0,0.0,11.0,14.67,0.0,0.0,0.0,11.0,0.0,1.0,8.0,209.0,11.0,17.0
20.0,16.0,5.0,12.0,14.81,0.0,0.0,17.0,0.0,0.0,0.0,8.0,220.0,17.0,8.0
20.0,17.0,7.0,1.0,14.41,8.0,0.0,0.0,0.0,0.0,0.0,8.0,237.0,8.0,1.0
20.0,18.0,0.0,1.0,13.67,0.0,0.0,0.0,0.0,1.0,0.0,8.0,245.0,1.0,9.0
20.0,19.0,4.0,5.0,13.42,9.0,0.0,0.0,0.0,0.0,1.0,9.0,246.0,9.0,13.0
20.0,20.0,7.0,6.0,13.4,0.0,0.0,0.0,0.0,13.0,1.0,10.0,255.0,13.0,11.766766766766766
21.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,12.0
21.0,2.0,2.0,10.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,12.0,13.0
21.0,3.0,5.0,8.0,11.67,0.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,11.0
21.0,4.0,3.0,8.0,11.5,0.0,0.0,0.0,11.0,0.0,0.0,0.0,35.0,11.0,12.0
21.0,5.0,3.0,9.0,11.6,0.0,0.0,12.0,0.0,0.0,0.0,0.0,46.0,12.0,9.0
21.0,6.0,5.0,4.0,11.17,9.0,0.0,0.0,0.0,0.0,1.0,1.0,58.0,9.0,6.0
21.0,7.0,1.0,5.0,10.43,0.0,6.0,0.0,0.0,0.0,0.0,1.0,67.0,6.0,7.0
21.0,8.0,1.0,6.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,73.0,7.0,12.0
21.0,9.0,5.0,7.0,10.22,0.0,0.0,0.0,0.0,12.0,0.0,1.0,80.0,12.0,9.0
21.0,10.0,7.0,2.0,10.1,0.0,0.0,0.0,9.0,0.0,0.0,1.0,92.0,9.0,9.0
21.0,11.0,9.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,101.0,9.0,8.0
21.0,12.0,5.0,3.0,9.83,0.0,8.0,0.0,0.0,0.0,0.0,2.0,110.0,8.0,6.0
21.0,13.0,0.0,6.0,9.54,6.0,0.0,0.0,0.0,0.0,0.0,2.0,118.0,6.0,16.0
21.0,14.0,7.0,9.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,124.0,16.0,8.0
21.0,15.0,7.0,1.0,9.87,8.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,8.0,8.0
21.0,16.0,1.0,7.0,9.75,0.0,8.0,0.0,0.0,0.0,0.0,2.0,148.0,8.0,16.0
21.0,17.0,9.0,7.0,10.12,0.0,0.0,0.0,0.0,16.0,0.0,2.0,156.0,16.0,14.0
21.0,18.0,8.0,6.0,10.33,14.0,0.0,0.0,0.0,0.0,0.0,2.0,172.0,14.0,12.0
21.0,19.0,0.0,12.0,10.42,0.0,0.0,0.0,12.0,0.0,0.0,2.0,186.0,12.0,7.0
21.0,20.0,7.0,0.0,10.25,0.0,0.0,0.0,0.0,7.0,0.0,2.0,198.0,7.0,11.766766766766766
22.0,1.0,9.0,5.0,14.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,14.0,11.0
22.0,2.0,10.0,1.0,12.5,0.0,11.0,0.0,0.0,0.0,1.0,2.0,14.0,11.0,7.0
22.0,3.0,4.0,3.0,10.67,7.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,7.0,17.0
22.0,4.0,7.0,10.0,12.25,0.0,0.0,0.0,0.0,17.0,0.0,2.0,32.0,17.0,18.0
22.0,5.0,10.0,8.0,13.4,0.0,18.0,0.0,0.0,0.0,0.0,2.0,49.0,18.0,6.0
22.0,6.0,1.0,5.0,12.17,0.0,0.0,6.0,0.0,0.0,0.0,2.0,67.0,6.0,19.0
22.0,7.0,12.0,7.0,13.14,0.0,0.0,0.0,19.0,0.0,0.0,2.0,73.0,19.0,15.0
22.0,8.0,4.0,11.0,13.38,15.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,15.0,12.0
22.0,9.0,7.0,5.0,13.22,0.0,0.0,0.0,0.0,12.0,0.0,2.0,107.0,12.0,3.0
22.0,10.0,2.0,1.0,12.2,0.0,0.0,0.0,3.0,0.0,1.0,3.0,119.0,3.0,15.0
22.0,11.0,9.0,6.0,12.45,0.0,15.0,0.0,0.0,0.0,0.0,3.0,122.0,15.0,7.0
22.0,12.0,1.0,6.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,137.0,7.0,17.0
22.0,13.0,9.0,8.0,12.38,0.0,0.0,17.0,0.0,0.0,0.0,3.0,144.0,17.0,13.0
22.0,14.0,9.0,4.0,12.43,13.0,0.0,0.0,0.0,0.0,1.0,4.0,161.0,13.0,22.0
22.0,15.0,12.0,10.0,13.07,0.0,0.0,22.0,0.0,0.0,0.0,4.0,174.0,22.0,13.0
22.0,16.0,12.0,1.0,13.06,13.0,0.0,0.0,0.0,0.0,1.0,5.0,196.0,13.0,21.0
22.0,17.0,12.0,9.0,13.53,0.0,0.0,21.0,0.0,0.0,0.0,5.0,209.0,21.0,6.0
22.0,18.0,0.0,6.0,13.11,0.0,6.0,0.0,0.0,0.0,0.0,5.0,230.0,6.0,17.0
22.0,19.0,8.0,9.0,13.32,0.0,0.0,0.0,0.0,17.0,1.0,6.0,236.0,17.0,13.0
22.0,20.0,6.0,7.0,13.3,0.0,0.0,0.0,0.0,13.0,0.0,6.0,253.0,13.0,11.766766766766766
23.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,5.0
23.0,2.0,1.0,4.0,5.5,5.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,2.0
23.0,3.0,1.0,1.0,4.33,0.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,17.0
23.0,4.0,11.0,6.0,7.5,0.0,0.0,0.0,17.0,0.0,0.0,1.0,13.0,17.0,12.0
23.0,5.0,1.0,11.0,8.4,0.0,0.0,12.0,0.0,0.0,0.0,1.0,30.0,12.0,9.0
23.0,6.0,2.0,7.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,9.0,17.0
23.0,7.0,8.0,9.0,9.71,0.0,0.0,0.0,17.0,0.0,1.0,2.0,51.0,17.0,15.0
23.0,8.0,8.0,7.0,10.38,0.0,15.0,0.0,0.0,0.0,0.0,2.0,68.0,15.0,10.0
23.0,9.0,8.0,2.0,10.33,10.0,0.0,0.0,0.0,0.0,0.0,2.0,83.0,10.0,6.0
23.0,10.0,5.0,1.0,9.9,0.0,6.0,0.0,0.0,0.0,0.0,2.0,93.0,6.0,10.0
23.0,11.0,8.0,2.0,9.91,0.0,0.0,0.0,10.0,0.0,0.0,2.0,99.0,10.0,1.0
23.0,12.0,0.0,1.0,9.17,1.0,0.0,0.0,0.0,0.0,1.0,3.0,109.0,1.0,12.0
23.0,13.0,9.0,3.0,9.38,0.0,0.0,0.0,0.0,12.0,0.0,3.0,110.0,12.0,3.0
23.0,14.0,2.0,1.0,8.93,0.0,0.0,0.0,3.0,0.0,0.0,3.0,122.0,3.0,22.0
23.0,15.0,10.0,12.0,9.8,0.0,0.0,0.0,0.0,22.0,0.0,3.0,125.0,22.0,4.0
23.0,16.0,0.0,4.0,9.44,0.0,4.0,0.0,0.0,0.0,0.0,3.0,147.0,4.0,15.0
23.0,17.0,7.0,8.0,9.76,0.0,0.0,0.0,0.0,15.0,0.0,3.0,151.0,15.0,17.0
23.0,18.0,7.0,10.0,10.17,0.0,0.0,17.0,0.0,0.0,0.0,3.0,166.0,17.0,17.0
23.0,19.0,6.0,11.0,10.53,0.0,0.0,17.0,0.0,0.0,0.0,3.0,183.0,17.0,14.0
23.0,20.0,4.0,10.0,10.7,0.0,0.0,14.0,0.0,0.0,0.0,3.0,200.0,14.0,11.766766766766766
24.0,1.0,4.0,10.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0
24.0,2.0,1.0,9.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,10.0,22.0
